id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers,has_catalan_slang,has_spanish_slang,has_any_slang,catalan_slang_count,spanish_slang_count,total_slang_count,catalan_slang_found,spanish_slang_found
Barcelona sur_1981_1130850_662,"Te juro, Gumer, que les vamos a joder.",plans,0.8,Barcelona sur,"01:28:28,280","01:28:30,320",Les vamos a joder.,"Lo haremos tú y yo solas para que no haya chivatazos. | La próxima vez les agarraremos por sorpresa, Gumer.",,False,True,True,0,2,2,{},"{""swears_expressions"": [""joder"", ""joder""]}"
Spanish Affair_2014_977086_1367,"Lo siento, Koldo.",apologies,0.639936466217041,Spanish Affair,"01:25:23,869","01:25:25,610","Que. Que no estoy seguro. | No, nervioso es lo que estás. Es normal. Amaia, dile, dile tú algo.","¿Qué andas, hostia? | ¡Anne!",,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Spanish Affair_2014_976542_1184,"Ahora habrá que ir a la ermita y está en ""casa Dios"".",family,0.8,Spanish Affair,"01:10:10,710","01:10:14,214","chuletón de kilo y medio cada uno, a ver si se atraganta el sevillano. | Voy a llamar al puto cura. ¡Hostia! El móvil iba ahí.","Bueno, iremos. Venga, iremos. | La pareja debe ser consciente de la responsabilidad que conlleva",,True,True,True,1,1,2,"{""swears_edgy"": [""Hostia""]}","{""swears_expressions"": [""Hostia""]}"
Bird Box Barcelona_2023_7288989_486,¿Quién coño eres? No…,greetings,0.6603528213500978,Bird Box Barcelona,"00:33:53,583","00:33:55,415",¿Cómo te llamas?,"¿Por qué cojones te acercas a escondidas? Tranquilo, Jonás. | Me han robado, ¿vale?",,False,True,True,0,2,2,{},"{""common_expressions"": [""vale""], ""swears_expressions"": [""co\u00f1o""]}"
Barcelona sur_1981_1130850_519,ahora podemos salir juntas de otra mierda.,plans,0.8,Barcelona sur,"01:08:10,400","01:08:12,160","No me debes nada. | Aquella vez en Marruecos yo te saqué de la mierda,",¿Y si nos lo montamos juntas? | ¿Tú crees que saldríamos adelante?,,False,True,True,0,2,2,{},"{""swears_expressions"": [""mierda"", ""mierda""]}"
Barcelona Summer Night_2013_6579113_852,"Hola, ¿qué tal?",greetings,1.0,Barcelona Summer Night,"00:39:55,400","00:39:55,790","¿Nos presentas? | Sara, ella es Mireia, mi hermanastra.","Muy guay la fiesta, ¿eh? | Gracias, es de mi hermana. Ya.",,False,True,True,0,2,2,{},"{""cool_reactions"": [""guay""], ""party_social"": [""fiesta""]}"
Spanish Affair_2014_976542_761,Que viene.,farewells,0.7485282135009766,Spanish Affair,"00:47:32,811","00:47:33,895",¿De qué estamos hablando? ¿De zona dura o zona blanda? | De la cintura.,"¡Me cago en tu puta vida, cabrón! | ¿Qué? ¿Preparados para pescar ese bonito?",,False,True,True,0,2,2,{},"{""swears_expressions"": [""puta"", ""cabr\u00f3n""]}"
Barcelona Summer Night_2013_6579113_837,¿No? Hijo puta.,family,0.8,Barcelona Summer Night,"00:39:22,560","00:39:23,360","Joder, lo he visto y me ha sabido mal, | porque no eres ningún idiota y no deberías ser tratado como tal.",Ese se va cagar. | Creo que voy taja.,,False,True,True,0,2,2,{},"{""swears_expressions"": [""Joder"", ""puta""]}"
Spanish Affair_2014_976542_1406,"¡Que ya voy, hostia!",farewells,0.8,Spanish Affair,"01:24:29,110","01:24:30,403",¿aceptas a. a Antxón como tu legítimo esposo? | ¡Amaia!,"Sí, quiero.",,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Vicky Cristina Barcelona_2008_4061345_340,Estoy segura de que mi español va a salir.,plans,0.6244571948051453,Vicky Cristina Barcelona,"00:22:46,952","00:22:49,090","Si continuamos, no creo-- | Está bien. Eso fue genial. Él no habla inglés.",Se niega a hablar en otro idioma. Es un tema importante para mi padre. | ¿En serio? ¿Por qué?,,False,True,True,0,2,2,{},"{""common_expressions"": [""En serio""], ""cool_reactions"": [""genial""]}"
Spanish Affair_2014_976542_1423,"¿Qué andas, hostia?",greetings,0.8,Spanish Affair,"01:26:24,017","01:26:26,603",,¡Anne! | ¡Anne!,,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Bird Box Barcelona_2023_7288989_590,¡Me ibais a dejar tirado!,apologies,0.6488555145263672,Bird Box Barcelona,"00:38:56,250","00:38:57,582",Estaba solo y asustado. Algo tenía que decir. | ¿Y nos mientes en la puta cara?,"Razón no le falta. Pillamos a esta rata acercándose, | nos miente a todos en la puta cara, ¿y vamos a darle la razón?",,False,True,True,0,2,2,{},"{""swears_expressions"": [""puta"", ""puta""]}"
Bird Box Barcelona_2023_7288989_582,"¡Rafa, cabrón! ¡Apártate ya!",farewells,0.607102508544922,Bird Box Barcelona,"00:38:38,208","00:38:40,125","El generador. Me lo he inventado. | Quieto, Rafa.","¿Qué está pasando aquí? Rafa, para, cabrón. | ¡Es mentira! ¿De qué hablas?",,False,True,True,0,2,2,{},"{""swears_expressions"": [""cabr\u00f3n"", ""cabr\u00f3n""]}"
Spanish Affair_2014_977086_1368,"¿Qué andas, hostia?",greetings,0.8,Spanish Affair,"01:26:20,759","01:26:23,308","No, nervioso es lo que estás. Es normal. Amaia, dile, dile tú algo. | Lo siento, Koldo.",¡Anne! | ¡Anne!,,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Barcelona Summer Night_2013_6579113_854,"Gracias, es de mi hermana. Ya.",family,0.715973916053772,Barcelona Summer Night,"00:39:59,440","00:40:01,400","Hola, ¿qué tal? | Muy guay la fiesta, ¿eh?","Escucha, ¿eres tú la que dice que hoy es el fin del mundo? | Sí.",,False,True,True,0,2,2,{},"{""cool_reactions"": [""guay""], ""party_social"": [""fiesta""]}"
The Spanish Apartment_2002_4389034_162,"Aquí, salen a cenar sobre las diez.",plans,0.8793229484558106,The Spanish Apartment,"00:12:40,320","00:12:42,680","No sé por qué se empeñó en hablar conmigo. | Ya verás, es una ciudad de locos.","Antes, no hay ni un alma. | Y después, ¡fiesta! Les encanta ir de marcha.",,False,True,True,0,2,2,{},"{""party_social"": [""marcha"", ""fiesta""]}"
To Barcelona Forever_2025_10538818_891,"Gracias. Adiós, Anna.",farewells,0.930533471107483,To Barcelona Forever,"00:37:15,438","00:37:16,438","Rico. | Bueno, pues nada. Los dejamos, ¿eh? Vale.",Adiós. | Vale.,,False,True,True,0,2,2,{},"{""common_expressions"": [""Vale"", ""Vale""]}"
Barcelona sur_1981_1130850_490,Te he dicho que esta vez pienso sacar un buena tajada.,farewells,0.6328842353820802,Barcelona sur,"01:06:53,560","01:06:56,000",Ese macarra que vive contigo liga un pase monstruo. | Te pone de parapeto y él se queda con la pasta.,"Además, no pienso discutir este asunto contigo. | ¿Y por qué no nos quedamos con todo",,False,True,True,0,2,2,{},"{""money_work"": [""pasta"", ""quedamos""]}"
Barcelona sur_1981_1130850_661,Les vamos a joder.,plans,0.8,Barcelona sur,"01:28:25,000","01:28:26,240",,"Te juro, Gumer, que les vamos a joder. | Lo haremos tú y yo solas para que no haya chivatazos.",,False,True,True,0,2,2,{},"{""swears_expressions"": [""joder"", ""joder""]}"
Spanish Affair_2014_976542_1138,vamos a acabar aquí todos emocionados.,plans,0.8,Spanish Affair,"01:08:00,330","01:08:02,415","Las despedidas no me gustan una hostia, así que, mejor callar y. | marchar también tendré que hacer, porque si no,","Buena boda, ¿eh? Disfrutad y. Antxón, | perdona si al principio, pues, oye. pues. Oye, aquí somos así.",,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Barcelona Summer Night_2013_6579113_818,Que vaya bien.,farewells,0.8,Barcelona Summer Night,"00:38:29,560","00:38:30,260","Pues nada, empiezo en diez minutos, así que. | nos vemos fuera. Vale.","Merci. | Tú, te quiero ver bailar. Vale.",,False,True,True,0,2,2,{},"{""common_expressions"": [""Vale"", ""Vale""]}"
Barcelona sur_1981_1130850_473,"¿Hace? Jo, qué marcha.",greetings,0.7227659416198731,Barcelona sur,"01:05:44,040","01:05:46,360",Tenemos un comprador dentro de una hora. | Nos liamos un porrito mañanero y luego nos pateamos la pasta.,"Un momento que me vista, ¿no? | Bueno,.",,False,True,True,0,2,2,{},"{""party_social"": [""marcha""], ""money_work"": [""pasta""]}"
Spanish Affair_2014_977086_1366,"No, nervioso es lo que estás. Es normal. Amaia, dile, dile tú algo.",emotions,0.8,Spanish Affair,"01:25:14,067","01:25:19,449","¿Qué pasa, Antxón? | Que. Que no estoy seguro.","Lo siento, Koldo. | ¿Qué andas, hostia?",,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Spanish Affair_2014_977086_1354,"¡Que ya voy, hostia!",farewells,0.8,Spanish Affair,"01:24:25,853","01:24:27,139",¿aceptas a. a Antxón como tu legítimo esposo? | ¡Amaia!,"Sí, quiero. | Vaya.",,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Spanish Affair_2014_976542_499,"El tío Zubi, acuérdate. Qué figura. Y me he emocionado, barkatu.",emotions,0.8,Spanish Affair,"00:33:21,501","00:33:25,296","¿Qué pasa? ¿Se te han olvidado los demás 0.? | No, es que me he acordado de mis antepasados y.",Otegi. | ¡Coño!,,False,True,True,0,2,2,{},"{""address_terms"": [""t\u00edo""], ""swears_expressions"": [""Co\u00f1o""]}"
Spanish Affair_2014_976542_515,"Escúchame, ¿parezco ""aberchándal""?",greetings,0.613966007232666,Spanish Affair,"00:34:09,716","00:34:11,426",Y deja de hacerla pelota con tanto abrazo y tanta hostia. | Que no estás en Sevilla.,"Abertzale. | SÍ, ¿no?",,True,True,True,1,1,2,"{""swears_edgy"": [""hostia""]}","{""swears_expressions"": [""hostia""]}"
Spanish Affair_2014_976542_671,"Si el nombre tiene que ser de aquí, prefiero Anne.",opinions,0.8,Spanish Affair,"00:42:04,024","00:42:06,901","Mercedes me llamo, pero me gusta más Merche. | No, Arantxa te voy a llamar.","¡Antxón! | ""Anne"". Pero tú sígueme el rollo, ¿vale?",,False,True,True,0,2,2,{},"{""common_expressions"": [""vale"", ""rollo""]}"
The Spanish Apartment_2002_4388885_205,"Gracias, mamá.",family,0.8,The Spanish Apartment,"00:16:39,240","00:16:40,720",esto era el típico embolado de mi madre. | No hacerle caso nunca más. Pasar de sus locuras.,"No hacerle caso. Pasar de sus planes de mierda. | ¿Oiga, Jean-Michel?",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4389755_834,"No, es mi diario y sé que necesito disciplina.",requests,0.8,The Spanish Apartment,"01:09:12,808","01:09:16,289","Xavier, no puedo. | Tengo que escribir, ¿vale? Ya escribirás mañana.",¡Eres demasiado seria! ¿Qué quieres decir? | No eres una monja. ¡Vente!,,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
The Spanish Apartment_2002_4388885_200,vivía con su abuelo y era un lío.,family,0.6792746448516845,The Spanish Apartment,"00:16:22,360","00:16:24,840","donde podía pasar unos días, hasta encontrar piso. | Pero no podía quedarme mucho porque","En fin, que no podía quedarme. | Si antes de venir ya era complicado,",,False,True,True,0,1,1,{},"{""other_common"": [""l\u00edo""]}"
The Spanish Apartment_2002_4388885_508,¿Qué haces mañana?,plans,1.0,The Spanish Apartment,"00:42:38,920","00:42:40,280",¡Tienes a Ali Farka Toure! | ¿Tú también? Sí.,"Mi amiga, Sabine, viene de Bélgica. | ¡Ah, genial!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4065670_400,Toma. Gracias.,farewells,0.8,Vicky Cristina Barcelona,"00:26:44,547","00:26:46,159",Te quiero. | Dios. La conexión es horrible.,¿Qué vino es este? Está delicioso. Es genial. | ¿Era tu prometido?,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389755_583,"Ven, es por aquí.",farewells,0.6258771133422852,The Spanish Apartment,"00:47:58,617","00:47:59,937",Me bloquea. Así está bien. | ¿Qué tal?,"Es calle Porta Ferissa. | Vale, gracias.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Affair_2014_976542_1347,¿Mi familia de qué?,family,0.8265156173706055,Spanish Affair,"01:20:53,228","01:20:54,813","Ahora nos vemos. | Nada, que ha venido tu familia.","Tío, yo creo que Merche la está liando. | Escucha, Amaia, me vas a dejar delante de tu padre en la boda, ¿no?",,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00edo""]}"
Spanish Affair_2014_976542_1346,"Nada, que ha venido tu familia.",family,0.627089192867279,Spanish Affair,"01:20:50,433","01:20:52,936",todos deben de venir por parte de los Clemente. | Ahora nos vemos.,"¿Mi familia de qué? | Tío, yo creo que Merche la está liando.",,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00edo""]}"
The Spanish Apartment_2002_4388885_428,"Volverá esta noche.""",plans,0.795088996887207,The Spanish Apartment,"00:33:44,040","00:33:47,680","""Xavier no está. Volverá esta noche."" | ""Xavier no está.","Lo siento, no entiendo francés. | ""maman""? Vale, se lo diré.",lexical:che,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389755_835,¡Eres demasiado seria! ¿Qué quieres decir?,plans,0.8,The Spanish Apartment,"01:09:16,569","01:09:20,169","Tengo que escribir, ¿vale? Ya escribirás mañana. | No, es mi diario y sé que necesito disciplina.",No eres una monja. ¡Vente! | No soy una monja pero no quiero salir con.,,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
Spanish Affair_2014_976542_1458,"Lo siento, aita. Siento. Siento lo que ha pasado,",apologies,0.8,Spanish Affair,"01:30:50,325","01:30:53,328",Ya. | Soy gilipollas.,"pero quiero que sepas que todo ha sido por mi culpa. | No, y mía también, que he andado un poco ingenuo,",,False,True,True,0,1,1,{},"{""swears_expressions"": [""gilipollas""]}"
The Spanish Apartment_2002_4388885_219,"Ah, pues, vale.",farewells,0.681198616027832,The Spanish Apartment,"00:17:23,080","00:17:24,880","No, son unos tíos que. | Sí, como antes dijiste que podías.","Eres muy. | Sí, eres muy.",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
Spanish Affair_2014_976542_1482,Hoy nos vamos a comer un pucherito.,plans,0.908081521987915,Spanish Affair,"01:32:54,699","01:32:57,702","¿Y del Betis? | Amaia, no me jodas, no me jodas.","Que te lo digo en serio, Rafa, que te han lavado la cabeza. | Pero no lo digo en el sentido ""literario"".",lexical:che,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
Spanish Affair_2014_976542_1348,"Tío, yo creo que Merche la está liando.",opinions,0.7911862754821778,Spanish Affair,"01:20:55,313","01:20:57,732","Nada, que ha venido tu familia. | ¿Mi familia de qué?","Escucha, Amaia, me vas a dejar delante de tu padre en la boda, ¿no? | Venga, va, vámonos ya, por favor.",lexical:che,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00edo""]}"
The Spanish Apartment_2002_4388885_228,Nosotros también acabamos de llegar. Estamos en familia.,family,0.824524917602539,The Spanish Apartment,"00:17:44,560","00:17:48,680","Él está en Chile y olvidó decirme que no podía quedarme. | No, en serio, ningún problema.","Tú, tranquilo. Sé lo que es. A mí, me pasó lo mismo. | Entre galos, hay que ayudarse.",,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
The Spanish Apartment_2002_4388885_586,De nada. Muy amable.,greetings,0.7314503860473633,The Spanish Apartment,"00:48:33,560","00:48:35,280","Es calle Porta Ferissa. | Vale, gracias.",Bueno. Buena suerte. | Voy a dormir la siesta.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4388885_585,"Vale, gracias.",greetings,0.6983238410949708,The Spanish Apartment,"00:48:32,120","00:48:33,400","Ven, es por aquí. | Es calle Porta Ferissa.",De nada. Muy amable. | Bueno. Buena suerte.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389755_586,De nada. Muy amable.,greetings,0.7314503860473633,The Spanish Apartment,"00:48:33,982","00:48:35,702","Es calle Porta Ferissa. | Vale, gracias.",Bueno. Buena suerte. | Voy a dormir la siesta.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389755_587,Bueno. Buena suerte.,farewells,0.7126685333251954,The Spanish Apartment,"00:48:35,862","00:48:37,183","Vale, gracias. | De nada. Muy amable.","Voy a dormir la siesta. | Ve con ellos si quieres. ¡No, no!",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389755_606,"¿Estás enfadado? No, lo entiendo.",emotions,0.8,The Spanish Apartment,"00:50:08,236","00:50:11,157",¡Y con toda esa gente ahí! | ¡Qué rollo!,"No pasa nada. | Sé que tenemos poco tiempo, pero.",,False,True,True,0,1,1,{},"{""common_expressions"": [""rollo""]}"
The Spanish Apartment_2002_4389755_609,"me agobia eso de ""tiene que salir bien"".",plans,0.8,The Spanish Apartment,"00:50:17,838","00:50:20,438","No pasa nada. | Sé que tenemos poco tiempo, pero.","Será una tontería pero, ¡es un rollo! | ¡Déjalo! No importa.",,False,True,True,0,1,1,{},"{""common_expressions"": [""rollo""]}"
The Spanish Apartment_2002_4389755_748,¡Ven! ¡Ven aquí!,farewells,0.7191260528564454,The Spanish Apartment,"01:02:48,430","01:02:50,231","Sí, pero seguro que no lo haces bien. | Anda, mira.","Bien. | ¿Qué? Al tocar el culo de una chica,",,False,True,True,0,1,1,{},"{""other_common"": [""culo""]}"
The Spanish Apartment_2002_4389755_759,"¡No, espera, quieta! ¿Qué haces?",greetings,0.6040435981750489,The Spanish Apartment,"01:03:27,676","01:03:29,837","Por mucho que luego digan, | casi todas las mujeres desean sentirse prisioneras.","Sólo quiero enseñarte. ¿Quieres que siga? | Sí, vale, sigue.",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
The Spanish Apartment_2002_4389755_761,"Sí, vale, sigue.",farewells,0.6409007263183595,The Spanish Apartment,"01:03:34,557","01:03:35,917","¡No, espera, quieta! ¿Qué haces? | Sólo quiero enseñarte. ¿Quieres que siga?","La sujetas con fuerza. | Luego, le acaricias el pelo.",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
The Spanish Apartment_2002_4388885_583,"Ven, es por aquí.",farewells,0.6258771133422852,The Spanish Apartment,"00:47:58,200","00:47:59,520",Me bloquea. Así está bien. | ¿Qué tal?,"Es calle Porta Ferissa. | Vale, gracias.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Affair_2014_976542_1367,Ésta se ha enterado que me has invitado y se ha enfadado.,emotions,0.8,Spanish Affair,"01:22:12,932","01:22:15,310","No, no, si ya. | Yo sabía que iba a pasar ¿eh?","Toda la puta vida igual. | ¡A tomar por saco ella y el otro, que se vayan al Rocío a tocar los huevos!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
The Spanish Apartment_2002_4388885_576,¡Hola! ¿dónde estáis?,greetings,1.0,The Spanish Apartment,"00:47:26,120","00:47:27,920",Los fusibles. | ¡Joder!,Ya vamos. | ¿Te he hecho daño? No es nada.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4389755_831,"¡Wendy, tienes que salir!",plans,0.8,The Spanish Apartment,"01:09:02,727","01:09:04,687","Todo el mundo. | No, creo que voy a pasar.","Xavier, no puedo. | Tengo que escribir, ¿vale? Ya escribirás mañana.",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
Spanish Affair_2014_976542_1447,¿Esta noche?,plans,0.9078080081939698,Spanish Affair,"01:30:04,404","01:30:05,530","Que. tenemos que vernos. | Sí, yo también tengo que hablar contigo.","Vale. Agur. | ¿Estás bien, txiki?",lexical:che,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4388885_461,"¡Dilo de una vez, joder!",farewells,0.764227695465088,The Spanish Apartment,"00:36:27,320","00:36:29,640","No, espera. | No, oye, no importa. Si no quiere, no está obligada.","¡Tiene razón, no importa! | ¡Sal un poco de ese caparazón!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""joder""]}"
Spanish Affair_2014_976542_1350,"Venga, va, vámonos ya, por favor.",farewells,0.6420934867858887,Spanish Affair,"01:21:04,531","01:21:06,616","Tío, yo creo que Merche la está liando. | Escucha, Amaia, me vas a dejar delante de tu padre en la boda, ¿no?","¡Aúpa! | Pero, ¿tú estás bien, criatura?",,False,True,True,0,1,1,{},"{""address_terms"": [""T\u00edo""]}"
The Spanish Apartment_2002_4388885_241,"Perdona, despertarte era inevitable.",apologies,0.8977927827835083,The Spanish Apartment,"00:18:38,440","00:18:40,960","Sí, muy bien, pasta con aceite de oliva. ¡Marchando! | Marchando.","Sí, claro, no importa. | ¿Quiere un café?",,False,True,True,0,1,1,{},"{""money_work"": [""pasta""]}"
Spanish Affair_2014_976542_1449,"¿Estás bien, txiki?",greetings,0.6144446563720704,Spanish Affair,"01:30:17,125","01:30:18,835",¿Esta noche? | Vale. Agur.,No sé. | Supongo que tenía que pasar.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4388885_510,"¡Ah, genial!",farewells,0.6174861145019532,The Spanish Apartment,"00:42:42,880","00:42:44,360","¿Qué haces mañana? | Mi amiga, Sabine, viene de Bélgica.",¡Hola! | ¿Sabine? ¿Xavier?,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Spanish Affair_2014_976542_1448,Vale. Agur.,farewells,0.648000831604004,Spanish Affair,"01:30:05,905","01:30:07,198","Sí, yo también tengo que hablar contigo. | ¿Esta noche?","¿Estás bien, txiki? | No sé.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Affair_2014_976542_1308,"Eskerrik asko, pero agur.",farewells,0.7478917312622071,Spanish Affair,"01:17:28,106","01:17:29,607","Rafa, yo no le puedo contar a mi padre todo esto ahora. | Si quieres, te dejo yo a ti delante de todo el mundo.","¡Hala, pues nada! ¡Vete y no vuelvas! | ¡Mira, es que no pensaba volver en mi puta vida!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
The Spanish Apartment_2002_4388885_507,¿Tú también? Sí.,greetings,0.6035222244262696,The Spanish Apartment,"00:41:53,480","00:41:54,480","¡Increíble, tenemos lo mismo! | ¡Tienes a Ali Farka Toure!","¿Qué haces mañana? | Mi amiga, Sabine, viene de Bélgica.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
The Spanish Apartment_2002_4389755_1114,Yo también me alegro.,emotions,0.7395549964904786,The Spanish Apartment,"01:35:54,688","01:35:56,609",Yo también. Tienes buen aspecto. | Es estupendo volver a verte.,"¡Mierda! Son mis llaves, no funcionan. | La puerta está rota, otra vez.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
The Spanish Apartment_2002_4389755_953,¡Nunca me has amado porque no puedes amar a nadie!,requests,0.8,The Spanish Apartment,"01:21:33,639","01:21:36,880",Siento no vivir esta experiencia contigo. | ¡No quiero dejarlo! ¡Te necesito!,"¡No es verdad! ¡Sólo piensas en ti! | ¡Tu carrera, el ministerio de mierda!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4388885_310,Así que os vamos a ver a todos y decidiremos juntos.,plans,0.8,The Spanish Apartment,"00:23:26,640","00:23:30,840","Lo sentimos mucho, esto no es para nada un tribunal. | Ha contestado mucha gente.","Queremos que sea guay entre nosotros. | Que haya ""buenas vibras"" entre la gente.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""guay""]}"
The Spanish Apartment_2002_4389755_967,¿No te alegras de verme?,emotions,0.6470079612731934,The Spanish Apartment,"01:22:21,606","01:22:22,807","¿No me dices por qué has venido sólo por un día? | ¿Podemos hablar, no?","¡Déjame en paz! | ¡Joder, mamá!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4389755_1075,No se preocupe. Vamos a limpiarlo todo.,plans,0.8,The Spanish Apartment,"01:30:41,081","01:30:43,362",Uno. | ¿El hipocampo? En la parte interna del lóbulo temporal.,"¡Vamos, chicos. ¡Joder! | ¿Qué haces ahí, cielo?",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4389755_1076,"¡Vamos, chicos. ¡Joder!",farewells,0.7206475448608399,The Spanish Apartment,"01:31:01,044","01:31:03,885",¿El hipocampo? En la parte interna del lóbulo temporal. | No se preocupe. Vamos a limpiarlo todo.,"¿Qué haces ahí, cielo? | Pues, nada.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4389755_1077,"¿Qué haces ahí, cielo?",greetings,0.7535827827453614,The Spanish Apartment,"01:31:15,407","01:31:16,647","No se preocupe. Vamos a limpiarlo todo. | ¡Vamos, chicos. ¡Joder!","Pues, nada. | Pasear.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4389755_1110,¡Alistair! ¿Qué haces aquí? Acabo de llegar.,greetings,0.7193163108825684,The Spanish Apartment,"01:35:42,367","01:35:45,727",¿Sí? | ¡Mierda!,Estupendo. Me alegro de verte. | Yo también. Tienes buen aspecto.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
The Spanish Apartment_2002_4389755_1111,Estupendo. Me alegro de verte.,greetings,0.7757353973388672,The Spanish Apartment,"01:35:46,487","01:35:48,608",¡Mierda! | ¡Alistair! ¿Qué haces aquí? Acabo de llegar.,Yo también. Tienes buen aspecto. | Es estupendo volver a verte.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
The Spanish Apartment_2002_4389755_1113,Es estupendo volver a verte.,farewells,0.6423084449768067,The Spanish Apartment,"01:35:51,448","01:35:53,848",Estupendo. Me alegro de verte. | Yo también. Tienes buen aspecto.,"Yo también me alegro. | ¡Mierda! Son mis llaves, no funcionan.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
The Spanish Apartment_2002_4389755_1121,¡Vamos! ¿No hay nadie?,greetings,0.6238926124572755,The Spanish Apartment,"01:36:17,412","01:36:19,292",No lo entiendo. | Podemos ir a tomar algo abajo.,No. Vamos a tomar una cerveza. | La puerta se ha roto otra vez. ¡Joder!,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4388885_503,"Me voy a ""fac"". Adiós. ¡Disfruta!",farewells,1.0,The Spanish Apartment,"00:41:38,760","00:41:41,040","¿No es estupenda? Sí. | ¡No, no es estupenda! Es normal. ¿Qué?","¿Qué? | ¡Increíble, tenemos lo mismo!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
The Spanish Apartment_2002_4389755_1122,No. Vamos a tomar una cerveza.,plans,0.8,The Spanish Apartment,"01:36:19,452","01:36:21,612",Podemos ir a tomar algo abajo. | ¡Vamos! ¿No hay nadie?,La puerta se ha roto otra vez. ¡Joder! | Vamos a tomar algo. ¡Buena idea!,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
Evil Dead II_1987_418393_81,"Ah, sí? Molt bé. D'acooord!",farewells,0.7709373664855957,Evil Dead II,"00:22:01,654","00:22:04,783","Sí! La teva amant és meva, i ara s'està cremant | a l'infern.",Em trobo bé. | Em trobo bé.,,True,False,True,1,0,1,"{""catalan_expressions"": [""Molt b\u00e9""]}",{}
